"année";"nom territoire";"code insee";"nom commune";"type d'occupation des sols";"absorption annuelle carbone en kteqCO2/an";"surface en km2"
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26011";"Aouste-sur-Sye";"prairies";0,205197743128658;1,12129914277955
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26011";"Aouste-sur-Sye";"forets";6,4268425702487;6,97043622122247
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26011";"Aouste-sur-Sye";"Total carbone absorbé";6,63204031337736;8,09173536400202
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26015";"Aubenasson";"prairies";0,0602073904541835;0,329002133629418
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26015";"Aubenasson";"forets";3,51172649432595;3,80875449919865
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26015";"Aubenasson";"Total carbone absorbé";3,57193388478013;4,13775663282807
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26019";"Aurel";"prairies";0,218237087171307;1,19255238891425
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26019";"Aurel";"forets";12,7591934843378;13,8383885157735
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26019";"Aurel";"Total carbone absorbé";12,9774305715091;15,0309409046878
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26080";"Chastel-Arnaud";"prairies";0,0224510063674966;0,122683094904353
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26080";"Chastel-Arnaud";"forets";10,937211357179;11,8622999349891
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26080";"Chastel-Arnaud";"Total carbone absorbé";10,9596623635465;11,9849830298934
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26090";"La Chaudière";"prairies";0,0295005297157393;0,161205080413876
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26090";"La Chaudière";"forets";9,55984042450563;10,3684285456991
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26090";"La Chaudière";"Total carbone absorbé";9,58934095422137;10,529633626113
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26108";"Crest";"prairies";0,233185202232495;1,2742360777732
"2018";"CC du Crestois et de Pays de Saillans Coeur de Drôme";"26108";"Crest";"forets";4,92823522587364;5,34507403124467
